team_a_name,team_b_name,team_a_avg_goals,team_b_avg_goals,team_a_recent_form,team_b_recent_form,match_location,weather_condition,result
929,2483957,3.46,0.58,5,4,away,sunny,team_b_win
930,2483956,2.23,2.51,1,4,neutral,rainy,team_a_win
931,2483955,1.16,3.05,4,3,home,rainy,draw
932,2483954,2.18,1.29,1,4,home,sunny,team_b_win
933,2483953,2.82,3.34,5,3,away,sunny,team_a_win
934,2483952,2.91,2.3,1,5,neutral,cloudy,draw
935,2483951,2.83,2.36,3,2,neutral,rainy,team_a_win
936,2483950,3.12,1.25,2,2,home,rainy,team_b_win
937,2483949,2.81,0.6,5,5,away,sunny,team_a_win
938,2483948,2.8,1.68,5,2,neutral,cloudy,team_b_win
939,2483947,1.68,0.92,4,1,neutral,cloudy,team_b_win
940,2483946,1.7,2.48,1,1,neutral,sunny,team_b_win
941,2483945,1.12,0.84,5,4,neutral,cloudy,draw
942,2483944,2.74,0.51,5,1,away,sunny,draw
943,2483943,2.8,0.9,5,3,home,sunny,team_b_win
944,2483942,0.59,0.88,2,2,neutral,rainy,team_a_win
945,2483941,2.41,1.57,4,2,home,cloudy,team_a_win
946,2483940,1.84,1.22,3,1,home,sunny,team_b_win
947,2483939,3.23,0.67,3,2,home,rainy,team_a_win
948,2483938,2.22,2.17,5,3,neutral,sunny,team_a_win
949,2483937,2.68,1.36,3,5,away,sunny,team_a_win
950,2483936,3,2.97,1,4,home,cloudy,team_b_win
951,2483935,0.71,3.36,5,5,away,sunny,team_a_win
952,2483934,1.52,1.2,3,2,away,rainy,team_b_win
953,2483933,2.38,1.39,4,1,home,cloudy,team_b_win
954,2483932,2.42,0.8,2,1,neutral,rainy,team_a_win
955,2483931,1.36,1.18,2,4,away,cloudy,team_a_win
956,2483930,2.32,1.14,5,1,away,rainy,draw
957,2483929,0.93,1.57,1,4,away,cloudy,team_b_win
958,2483928,2.71,3.29,3,4,neutral,sunny,team_a_win
959,2483927,3.36,0.74,2,4,neutral,sunny,team_a_win
960,2483926,1.05,3.28,1,2,away,sunny,team_a_win
961,2483925,1.16,3.19,5,4,away,cloudy,team_b_win
962,2483924,1.45,0.93,1,3,away,rainy,draw
963,2483923,1.8,1.45,3,5,home,rainy,team_a_win
964,2483922,1.75,2.93,5,3,neutral,rainy,team_a_win
965,2483921,0.84,1.1,3,2,neutral,rainy,team_a_win
966,2483920,1.15,1.25,1,5,home,cloudy,team_a_win
967,2483919,2.38,3.24,1,1,away,rainy,team_b_win
968,2483918,1.99,2.96,3,3,neutral,cloudy,draw
969,2483917,3.28,0.5,2,1,neutral,cloudy,draw
970,2483916,3.37,1.29,2,4,away,cloudy,team_b_win
971,2483915,1.36,2.8,5,5,neutral,cloudy,team_a_win
972,2483914,2.52,1.18,4,4,away,rainy,draw
973,2483913,1.53,2.11,4,2,neutral,rainy,team_a_win
974,2483912,2.5,1.65,1,1,home,rainy,team_b_win
975,2483911,0.54,2.33,2,1,away,sunny,team_a_win
976,2483910,1.09,3.04,3,4,home,cloudy,team_b_win
977,2483909,2.59,3.21,3,1,home,rainy,team_b_win
978,2483908,1.7,2.72,2,3,neutral,cloudy,team_b_win
979,2483907,2.53,1.53,1,1,neutral,rainy,team_a_win
980,2483906,0.8,3.49,2,5,neutral,sunny,team_b_win
981,2483905,3.16,2.28,3,1,home,sunny,team_b_win
982,2483904,2.9,2.59,2,5,away,sunny,draw
983,2483903,3.15,2.46,5,3,away,sunny,draw
984,2483902,2.88,2.2,1,2,away,cloudy,draw
985,2483901,2.09,1.91,2,4,home,sunny,team_a_win
986,2483900,3.35,0.59,1,1,neutral,cloudy,team_a_win
987,2483899,3.05,1.53,3,3,neutral,rainy,draw
988,2483898,1.17,0.92,4,4,away,cloudy,draw
989,2483897,1.5,1.41,1,3,away,sunny,team_a_win
990,2483896,3.5,3.31,4,2,neutral,cloudy,team_a_win
991,2483895,1.48,1.92,3,5,home,rainy,draw
992,2483894,0.8,3.47,2,3,neutral,sunny,draw
993,2483893,2.71,1.31,3,1,home,sunny,team_a_win
994,2483892,0.76,0.78,3,4,neutral,cloudy,draw
995,2483891,2.42,2.47,2,5,home,cloudy,draw
996,2483890,1.48,2.64,4,3,neutral,rainy,draw
997,2483889,1.27,1.78,1,3,home,rainy,team_a_win
998,2483888,1.12,0.53,4,2,neutral,sunny,team_a_win
999,2483887,2.14,0.74,2,2,neutral,rainy,team_a_win
1000,2483886,1.57,3.33,4,4,home,sunny,draw
1001,2483885,0.55,1.39,5,4,neutral,sunny,team_b_win
1002,2483884,1.75,1.55,5,4,home,rainy,team_b_win
1003,2483883,1.55,2.37,4,5,away,cloudy,draw
1004,2483882,0.99,3.06,2,1,home,sunny,draw
1005,2483881,2.55,1.31,2,1,away,rainy,team_a_win
1006,2483880,2.2,0.67,2,5,neutral,rainy,draw
1007,2483879,1.87,1.49,2,1,home,cloudy,draw
1008,2483878,0.52,1.81,4,2,away,rainy,team_b_win
1009,2483877,1.05,3.05,3,1,neutral,cloudy,team_b_win
1010,2483876,0.88,0.94,4,1,away,cloudy,team_b_win
1011,2483875,3.02,2.37,3,5,neutral,sunny,team_a_win
1012,2483874,0.64,0.72,1,4,neutral,cloudy,team_b_win
1013,2483873,1.03,1.9,4,5,away,cloudy,draw
1014,2483872,2.41,0.77,2,5,away,rainy,team_b_win
1015,2483871,1.11,0.81,4,2,home,rainy,team_a_win
1016,2483870,3.07,3.36,5,5,home,cloudy,team_b_win
1017,2483869,2.68,2.01,1,1,neutral,sunny,draw
1018,2483868,3.07,1.52,4,1,away,cloudy,team_b_win
1019,2483867,2.27,0.59,4,1,away,rainy,team_b_win
1020,2483866,3.31,0.7,3,3,home,sunny,team_b_win
1021,2483865,0.63,0.68,1,3,away,cloudy,team_a_win
1022,2483864,1.76,2.93,2,4,home,sunny,team_b_win
1023,2483863,2.76,2.65,2,1,neutral,rainy,team_a_win
1024,2483862,2.53,2.27,4,4,home,sunny,team_b_win
1025,2483861,1.33,2.66,1,1,home,cloudy,team_b_win
1026,2483860,1.93,3.31,5,1,neutral,cloudy,team_a_win
1027,2483859,1.19,1.88,1,2,neutral,sunny,draw
1028,2483858,2.26,0.91,3,4,neutral,rainy,team_b_win
1029,2483857,3.27,2.14,1,2,home,sunny,team_b_win
1030,2483856,3.31,2.79,3,3,neutral,rainy,team_a_win
1031,2483855,1.71,1.75,3,4,away,cloudy,draw
1032,2483854,1.17,2.28,3,4,away,rainy,draw
1033,2483853,2.03,1.31,1,5,neutral,cloudy,draw
1034,2483852,2.76,1.69,4,1,neutral,cloudy,draw
1035,2483851,2.55,2.41,3,4,neutral,cloudy,draw
1036,2483850,3.09,1.76,1,2,away,rainy,team_a_win
1037,2483849,0.55,1.82,4,5,home,cloudy,team_b_win
1038,2483848,0.56,3.32,2,3,home,rainy,team_a_win
1039,2483847,2.75,2.75,3,1,away,sunny,draw
1040,2483846,3.15,1.05,5,1,home,sunny,draw
1041,2483845,2.11,1.25,4,3,away,cloudy,draw
1042,2483844,1.63,3.22,3,3,away,rainy,draw
1043,2483843,1.59,2.96,5,1,away,rainy,team_b_win
1044,2483842,2.26,3.14,1,2,away,sunny,draw
1045,2483841,2.42,2.4,2,1,away,cloudy,team_a_win
1046,2483840,2.9,1.28,4,1,away,sunny,team_b_win
1047,2483839,0.86,1.48,1,1,neutral,rainy,draw
1048,2483838,0.9,2.43,1,2,away,sunny,team_a_win
1049,2483837,0.96,1.28,1,2,home,sunny,team_b_win
1050,2483836,3.33,1.73,5,3,neutral,sunny,team_b_win
1051,2483835,0.92,1.4,5,1,home,rainy,draw
1052,2483834,2.66,0.86,5,2,neutral,cloudy,team_b_win
1053,2483833,2.94,2.48,2,4,away,sunny,draw
1054,2483832,1.29,1.09,1,4,neutral,cloudy,team_b_win
1055,2483831,0.51,3.23,1,2,home,cloudy,draw
1056,2483830,2.16,2.73,3,3,neutral,cloudy,draw
1057,2483829,0.68,1.24,3,3,home,sunny,draw
1058,2483828,2.02,2.35,3,5,home,cloudy,team_b_win
1059,2483827,3.34,3.37,3,3,away,sunny,team_a_win
1060,2483826,1.12,2.57,2,3,neutral,cloudy,team_b_win
1061,2483825,1.21,2.85,4,4,home,cloudy,team_a_win
1062,2483824,0.95,1.56,5,3,home,rainy,draw
1063,2483823,3.27,0.78,5,4,neutral,sunny,team_a_win
1064,2483822,3.38,0.95,5,3,away,rainy,draw
1065,2483821,1.08,2.76,4,3,home,rainy,team_a_win
1066,2483820,1.93,2.88,4,3,home,sunny,team_b_win
1067,2483819,0.72,2.37,4,4,home,rainy,team_b_win
1068,2483818,0.83,3.05,5,5,away,sunny,team_a_win
1069,2483817,2.36,3.4,2,1,away,sunny,draw
1070,2483816,3.15,0.82,4,1,neutral,sunny,team_a_win
1071,2483815,1.23,0.66,1,2,away,sunny,team_b_win
1072,2483814,1.58,3.02,1,3,home,rainy,team_a_win
1073,2483813,1.33,1.46,2,2,away,sunny,team_b_win
1074,2483812,2.16,3.45,4,5,away,rainy,team_a_win
1075,2483811,2.39,1.01,3,4,neutral,cloudy,draw
1076,2483810,1.67,0.83,1,3,away,rainy,draw
1077,2483809,2.17,2,3,3,home,cloudy,team_a_win
1078,2483808,1.53,2.14,4,5,home,cloudy,team_a_win
1079,2483807,1.19,0.89,5,4,home,rainy,team_a_win
1080,2483806,1.9,2.56,3,5,away,cloudy,team_a_win
1081,2483805,1.21,0.84,3,1,away,rainy,draw
1082,2483804,3.17,1.2,2,2,home,rainy,draw
1083,2483803,1.41,1.71,5,3,neutral,cloudy,draw
1084,2483802,2.48,1.31,5,1,away,rainy,team_a_win
1085,2483801,0.87,2.08,2,1,away,sunny,team_b_win
1086,2483800,2.33,0.84,4,5,home,rainy,team_b_win
1087,2483799,0.75,0.56,4,3,neutral,cloudy,team_a_win
1088,2483798,2.97,0.9,4,5,neutral,cloudy,team_b_win
1089,2483797,1.99,2.13,2,5,away,cloudy,team_a_win
1090,2483796,3.07,3.43,5,2,away,sunny,draw
1091,2483795,0.76,2.28,2,5,home,cloudy,draw
1092,2483794,1.82,1.25,4,3,home,cloudy,team_a_win
1093,2483793,1.25,2.92,3,2,away,cloudy,draw
1094,2483792,2.67,1.02,5,2,neutral,sunny,team_a_win
1095,2483791,1.66,0.89,5,4,home,rainy,team_b_win
1096,2483790,2.28,3.18,2,5,neutral,rainy,team_b_win
1097,2483789,1.67,2.25,2,5,away,cloudy,team_a_win
1098,2483788,0.93,0.87,5,5,home,cloudy,draw
1099,2483787,0.98,2.68,1,2,away,rainy,draw
1100,2483786,3.09,0.9,5,4,home,cloudy,team_b_win
1101,2483785,1.12,1.44,3,2,home,cloudy,team_a_win
1102,2483784,1.85,0.56,2,2,away,sunny,team_a_win
1103,2483783,2.38,2.55,1,1,home,cloudy,team_b_win
1104,2483782,2.36,3.28,5,2,home,cloudy,team_b_win
1105,2483781,1.76,3.35,4,4,home,sunny,team_a_win
1106,2483780,2.32,3.24,3,5,away,sunny,team_a_win
1107,2483779,2.81,0.63,5,3,neutral,cloudy,team_b_win
1108,2483778,1.66,1.2,4,1,neutral,cloudy,team_a_win
1109,2483777,1.83,1.76,1,3,neutral,sunny,team_b_win
1110,2483776,2.77,0.6,2,2,away,rainy,team_b_win
1111,2483775,1.01,1.48,1,1,home,sunny,team_a_win
1112,2483774,0.7,2.68,1,4,home,cloudy,team_b_win
1113,2483773,3.44,2.21,4,1,home,rainy,team_a_win
1114,2483772,2.03,1.47,2,5,home,cloudy,team_b_win
1115,2483771,2.52,2.37,3,3,home,rainy,draw
1116,2483770,2.13,2.88,1,1,neutral,rainy,draw
1117,2483769,1.93,1.01,2,2,away,cloudy,team_a_win
1118,2483768,2.96,0.91,3,3,home,rainy,team_b_win
1119,2483767,1.85,1.07,4,4,neutral,sunny,team_a_win
1120,2483766,2.41,0.72,4,5,home,sunny,team_a_win
1121,2483765,0.51,2.49,3,3,away,rainy,draw
1122,2483764,0.77,2.42,2,4,neutral,sunny,draw
1123,2483763,1.67,3.4,4,3,neutral,sunny,team_b_win
1124,2483762,2.75,1.01,2,5,home,cloudy,draw
1125,2483761,1.07,2.48,5,2,home,cloudy,team_b_win
1126,2483760,0.58,2.42,1,3,home,cloudy,team_b_win
1127,2483759,3.47,1.94,1,1,away,cloudy,team_a_win
1128,2483758,1.35,1.31,2,1,home,cloudy,team_a_win
1129,2483757,1.82,1.95,2,5,home,cloudy,team_a_win
1130,2483756,1.55,3.45,3,4,neutral,sunny,draw
1131,2483755,2.73,2.12,5,1,neutral,rainy,draw
1132,2483754,0.65,1.16,4,3,neutral,rainy,draw
1133,2483753,2.06,2.2,1,3,home,sunny,draw
1134,2483752,0.56,1.68,2,3,neutral,cloudy,team_b_win
1135,2483751,1.25,2.57,5,5,away,rainy,draw
1136,2483750,0.73,1.67,4,5,neutral,cloudy,team_b_win
1137,2483749,2.09,0.84,2,5,neutral,sunny,team_a_win
1138,2483748,2.6,2.27,4,1,away,cloudy,team_b_win
1139,2483747,1.4,2.76,4,1,home,sunny,draw
1140,2483746,0.96,1.77,5,4,away,sunny,draw
1141,2483745,1,2.7,1,1,away,cloudy,team_a_win
1142,2483744,2.81,3.29,4,2,away,rainy,team_b_win
1143,2483743,2.39,1.08,4,2,neutral,sunny,draw
1144,2483742,0.77,3.1,5,1,home,rainy,team_b_win
1145,2483741,3.16,0.8,3,4,neutral,sunny,team_b_win
1146,2483740,2.71,1,3,4,away,sunny,team_b_win
1147,2483739,1.77,2.86,4,1,home,rainy,draw
1148,2483738,3.1,1.04,3,5,home,cloudy,team_a_win
1149,2483737,3.24,2.15,3,3,away,cloudy,team_b_win
1150,2483736,2.17,3.07,2,2,neutral,rainy,team_a_win
1151,2483735,3.29,1.38,2,5,home,sunny,team_a_win
1152,2483734,1.19,2.66,4,2,away,cloudy,team_a_win
1153,2483733,2.9,3.37,4,4,neutral,sunny,team_b_win
1154,2483732,1.89,3.32,5,3,neutral,rainy,draw
1155,2483731,3.1,2.82,4,1,away,cloudy,team_a_win
1156,2483730,0.7,3.39,4,1,away,rainy,team_b_win
1157,2483729,1.17,3.28,1,1,home,cloudy,team_a_win
1158,2483728,1.27,0.92,5,3,neutral,sunny,team_a_win
1159,2483727,2.57,2.48,4,1,home,sunny,draw
1160,2483726,1.44,0.9,4,5,away,rainy,team_a_win
1161,2483725,2.86,3.46,1,4,neutral,sunny,team_a_win
1162,2483724,3.28,0.68,2,2,neutral,rainy,draw
1163,2483723,2,0.92,4,3,away,cloudy,team_b_win
1164,2483722,2.02,1.12,2,3,neutral,sunny,draw
1165,2483721,2.39,2.15,4,3,away,cloudy,team_b_win
1166,2483720,2.23,0.56,4,2,away,rainy,team_a_win
1167,2483719,1.53,1.89,2,4,away,rainy,team_b_win
1168,2483718,1.88,2.28,2,5,away,cloudy,team_a_win
1169,2483717,2.37,1.59,1,2,away,sunny,draw
1170,2483716,2.94,2.71,3,3,away,sunny,team_b_win
1171,2483715,2.27,2.59,4,2,home,sunny,team_a_win
1172,2483714,2.79,3.09,2,4,neutral,sunny,team_b_win
1173,2483713,1.84,1.59,5,4,home,sunny,team_a_win
1174,2483712,2.96,2.45,4,2,away,rainy,team_a_win
1175,2483711,1.71,3.03,3,2,away,cloudy,draw
1176,2483710,2.25,0.94,4,4,neutral,sunny,team_b_win
1177,2483709,3.06,0.52,3,1,away,cloudy,draw
1178,2483708,1.54,1.26,3,2,neutral,sunny,draw
1179,2483707,1.39,1.34,4,5,away,rainy,draw
1180,2483706,3.43,2.53,5,3,away,sunny,team_b_win
1181,2483705,0.96,2.55,3,3,away,cloudy,draw
1182,2483704,2.33,2.69,3,3,neutral,sunny,team_b_win
1183,2483703,1.68,2.21,3,1,home,sunny,team_b_win
1184,2483702,0.91,1.48,3,4,neutral,rainy,team_a_win
1185,2483701,1.33,1.65,2,2,away,rainy,team_a_win
1186,2483700,1.89,2,2,1,neutral,rainy,team_a_win
1187,2483699,2.02,1.46,2,4,away,sunny,draw
1188,2483698,2.5,0.53,2,1,away,cloudy,team_b_win
1189,2483697,0.71,2.71,2,4,neutral,rainy,team_a_win
1190,2483696,3.16,0.76,3,3,neutral,rainy,team_a_win
1191,2483695,1.06,3.42,4,3,home,rainy,draw
1192,2483694,2.03,2.1,3,5,home,cloudy,team_a_win
1193,2483693,1.55,2.3,5,1,away,rainy,team_a_win
1194,2483692,2.62,1.14,4,5,neutral,rainy,team_b_win
1195,2483691,3.01,2.74,3,1,home,cloudy,team_b_win
1196,2483690,3.01,1.53,1,3,home,sunny,team_a_win
1197,2483689,1.9,3.07,1,5,away,cloudy,team_b_win
1198,2483688,2.27,1.95,5,4,home,rainy,draw
1199,2483687,2.69,0.81,3,5,away,cloudy,team_b_win
1200,2483686,3.21,2.17,3,5,home,cloudy,team_b_win
1201,2483685,2.86,0.8,3,3,away,rainy,draw
1202,2483684,1.75,2.84,1,3,neutral,cloudy,draw
1203,2483683,2.91,0.87,3,3,neutral,cloudy,team_b_win
1204,2483682,2.5,1.18,5,2,neutral,rainy,team_a_win
1205,2483681,1.29,1.78,4,5,home,cloudy,team_b_win
1206,2483680,1.26,1.81,2,2,away,cloudy,team_b_win
1207,2483679,0.98,1.04,5,4,neutral,cloudy,team_a_win
1208,2483678,2.57,2.63,5,4,neutral,rainy,draw
1209,2483677,0.77,3.2,3,3,away,sunny,draw
1210,2483676,1.37,0.77,3,4,neutral,cloudy,draw
1211,2483675,3.41,1.44,3,2,neutral,sunny,team_b_win
1212,2483674,2.22,1.95,4,5,home,cloudy,team_b_win
1213,2483673,1.05,0.86,5,3,away,cloudy,team_a_win
1214,2483672,3.47,3.24,5,1,neutral,cloudy,draw
1215,2483671,2.9,1.87,5,3,away,cloudy,team_a_win
1216,2483670,2.22,2.9,1,3,home,sunny,draw
1217,2483669,3.03,0.93,3,4,home,rainy,team_a_win
1218,2483668,2.49,2.01,5,2,away,cloudy,draw
1219,2483667,1.83,2.38,4,3,home,sunny,team_b_win
1220,2483666,1.38,0.58,3,5,neutral,sunny,draw
1221,2483665,3.05,1.87,2,1,home,cloudy,team_b_win
1222,2483664,1.69,2.1,4,3,neutral,rainy,team_a_win
1223,2483663,1.79,1.71,3,1,away,rainy,draw
1224,2483662,1.46,3.15,4,4,away,rainy,team_a_win
1225,2483661,2.4,1.97,1,3,neutral,rainy,team_b_win
1226,2483660,2.08,2.33,3,1,away,sunny,draw
1227,2483659,0.96,1.63,4,2,neutral,rainy,draw
1228,2483658,2.13,0.62,2,2,away,cloudy,draw
1229,2483657,1.21,1.52,5,2,home,sunny,team_a_win
1230,2483656,2.27,1.03,4,3,neutral,cloudy,draw
1231,2483655,3.16,1.15,4,4,home,cloudy,team_b_win
1232,2483654,2.26,2.12,1,2,away,rainy,draw
1233,2483653,2.84,2.79,5,5,home,rainy,draw
1234,2483652,2.69,2.12,1,3,home,cloudy,team_b_win
1235,2483651,2.7,2.35,4,4,away,cloudy,team_a_win
1236,2483650,0.95,3.23,1,2,home,sunny,team_b_win
1237,2483649,3.38,0.74,5,1,home,cloudy,team_a_win
1238,2483648,1.02,2.66,3,3,away,rainy,team_b_win
1239,2483647,3.21,2.88,4,3,away,cloudy,team_b_win
1240,2483646,2.55,1.15,3,4,away,cloudy,draw
1241,2483645,1.41,0.54,3,3,neutral,rainy,team_a_win
1242,2483644,2.27,3.3,1,2,away,rainy,team_a_win
1243,2483643,2.32,2.01,4,2,home,sunny,team_b_win
1244,2483642,3.02,0.53,5,2,neutral,cloudy,team_a_win
1245,2483641,0.57,3.05,2,1,neutral,rainy,draw
1246,2483640,1.27,2.27,1,3,away,sunny,team_b_win
1247,2483639,1.93,2.17,5,1,home,sunny,draw
1248,2483638,3.46,1.83,1,5,away,cloudy,draw
1249,2483637,2.51,2.07,3,1,neutral,cloudy,team_a_win
1250,2483636,1.45,0.65,4,1,neutral,sunny,team_a_win
1251,2483635,2.41,2.78,3,2,neutral,sunny,team_a_win
1252,2483634,0.56,2.92,2,3,neutral,rainy,team_a_win
1253,2483633,1.89,2.73,2,5,neutral,rainy,team_b_win
1254,2483632,1.71,2.09,3,2,home,cloudy,draw
1255,2483631,0.63,1.42,1,4,away,sunny,team_b_win
1256,2483630,0.72,3.23,3,3,home,sunny,team_b_win
1257,2483629,2.91,0.76,1,4,away,rainy,team_b_win
1258,2483628,1.28,1.33,3,1,neutral,cloudy,draw
1259,2483627,2.07,1.76,1,5,home,rainy,draw
1260,2483626,2.91,2.07,2,2,home,rainy,draw
1261,2483625,1.77,3.45,1,1,away,sunny,team_b_win
1262,2483624,1.83,1.59,4,2,home,rainy,draw
1263,2483623,3.09,2.79,1,2,neutral,cloudy,team_a_win
1264,2483622,1.07,2.81,3,5,neutral,cloudy,draw
1265,2483621,1.37,3.21,2,1,home,cloudy,draw
1266,2483620,1.45,1.46,5,3,home,sunny,team_a_win
1267,2483619,1.74,2.26,3,3,away,sunny,team_b_win
1268,2483618,2.6,2.5,5,2,away,rainy,draw
1269,2483617,1.64,0.54,5,2,away,rainy,team_a_win
1270,2483616,1.12,2.87,4,5,neutral,cloudy,team_b_win
1271,2483615,2.22,1.05,1,5,neutral,rainy,team_b_win
1272,2483614,1.31,2.42,5,1,home,rainy,draw
1273,2483613,2.45,3.4,5,2,home,rainy,team_b_win
1274,2483612,0.79,1.99,1,2,away,rainy,draw
1275,2483611,3.1,2.14,1,1,neutral,rainy,draw
1276,2483610,2.4,2.01,3,3,away,cloudy,team_b_win
1277,2483609,2.96,3.39,4,5,home,sunny,draw
1278,2483608,3.24,2.92,1,1,away,rainy,team_a_win
1279,2483607,0.73,1.53,1,3,home,cloudy,draw
1280,2483606,0.76,1.09,1,5,home,cloudy,draw
1281,2483605,2.04,1.68,4,4,away,rainy,team_a_win
1282,2483604,1.71,0.77,1,4,away,rainy,draw
1283,2483603,1.36,2.88,2,1,neutral,cloudy,team_b_win
1284,2483602,0.54,3.42,1,3,home,rainy,draw
1285,2483601,1.48,1.47,5,2,neutral,cloudy,team_b_win
1286,2483600,3.14,2.74,4,5,home,cloudy,team_a_win
1287,2483599,1.39,3.02,4,2,neutral,cloudy,draw
1288,2483598,2.72,1.89,5,1,home,cloudy,draw
1289,2483597,1.49,0.73,1,2,neutral,sunny,draw
1290,2483596,3.32,3.04,3,5,home,rainy,team_b_win
1291,2483595,3.41,2.07,4,1,home,rainy,draw
1292,2483594,0.83,1.32,4,5,neutral,rainy,team_a_win
1293,2483593,3.49,3.49,4,4,neutral,sunny,team_b_win
1294,2483592,1.26,1.91,4,1,home,cloudy,draw
1295,2483591,2.58,1.78,1,2,neutral,cloudy,team_b_win
1296,2483590,3.08,1.46,1,2,neutral,rainy,draw
1297,2483589,2.11,1.97,1,4,away,rainy,team_a_win
1298,2483588,1.77,0.82,5,4,neutral,rainy,team_a_win
1299,2483587,2.62,2.72,3,2,away,cloudy,draw
1300,2483586,2.13,2.05,5,5,away,cloudy,draw
1301,2483585,3.24,3.46,2,3,away,rainy,team_a_win
1302,2483584,2.32,1.23,1,2,neutral,sunny,draw
1303,2483583,1.11,1.86,3,2,away,cloudy,draw
1304,2483582,1.58,2.07,4,5,neutral,sunny,draw
1305,2483581,1.76,1.61,4,4,home,rainy,team_a_win
1306,2483580,3.01,1,1,2,neutral,rainy,team_a_win
1307,2483579,2.58,2.4,2,3,home,sunny,draw
1308,2483578,0.85,2.84,4,1,home,sunny,draw
1309,2483577,1.91,2.06,1,1,home,cloudy,team_a_win
1310,2483576,2.61,1.8,1,4,home,sunny,draw
1311,2483575,1.94,2.35,4,2,home,sunny,team_a_win
1312,2483574,3.06,3.26,3,1,home,rainy,draw
1313,2483573,0.62,2,4,3,away,sunny,team_a_win
1314,2483572,1.97,2.49,5,2,home,sunny,draw
1315,2483571,1.05,1.72,1,4,home,sunny,team_a_win
1316,2483570,2.83,1.17,5,1,neutral,sunny,team_a_win
1317,2483569,2.1,1.83,1,3,away,rainy,team_b_win
1318,2483568,1.73,2.24,2,4,away,sunny,team_b_win
1319,2483567,0.84,2.8,1,4,away,rainy,team_a_win
1320,2483566,1.5,2.86,3,1,home,cloudy,draw
1321,2483565,2.5,3.41,5,5,neutral,rainy,draw
1322,2483564,1.3,2.28,3,5,neutral,rainy,team_b_win
1323,2483563,1.7,3.42,3,2,away,cloudy,team_b_win
1324,2483562,0.81,2.28,3,1,home,sunny,draw
1325,2483561,0.75,1.16,2,1,home,sunny,team_b_win
1326,2483560,1.25,2.46,2,1,neutral,rainy,draw
1327,2483559,1.13,1.91,3,5,home,sunny,team_b_win
1328,2483558,2.01,1.4,3,3,neutral,sunny,team_b_win
1329,2483557,2.43,3.23,1,4,neutral,rainy,team_b_win
1330,2483556,1.07,2.02,5,5,away,cloudy,team_b_win
1331,2483555,1.93,0.63,2,3,home,sunny,draw
1332,2483554,1.02,0.55,4,2,home,cloudy,team_b_win
1333,2483553,2.14,2.82,5,1,home,cloudy,draw
1334,2483552,1.08,1.72,2,2,home,sunny,team_b_win
1335,2483551,2.1,3.4,2,2,away,sunny,team_a_win
1336,2483550,3.22,0.72,5,2,neutral,sunny,team_a_win
1337,2483549,3.12,2.88,1,2,away,sunny,draw
1338,2483548,2.52,1.56,2,2,home,rainy,team_a_win
1339,2483547,0.65,1.18,4,3,away,cloudy,draw
1340,2483546,1.11,0.88,4,4,away,sunny,team_b_win
1341,2483545,0.91,1.69,2,3,home,cloudy,team_b_win
1342,2483544,1.18,3.49,2,5,neutral,sunny,draw
1343,2483543,2.65,1.17,3,1,neutral,sunny,team_a_win
1344,2483542,1.52,2.17,2,5,home,rainy,team_b_win
1345,2483541,1.08,2.05,1,2,away,sunny,team_b_win
1346,2483540,1.12,2.73,5,5,away,rainy,team_a_win
1347,2483539,1.41,2.79,3,1,neutral,sunny,draw
1348,2483538,1.05,2.03,3,5,neutral,rainy,draw
1349,2483537,2.39,2.4,4,5,home,rainy,team_b_win
1350,2483536,3.46,2.97,5,4,neutral,rainy,team_a_win
1351,2483535,1.81,2.75,3,2,neutral,cloudy,draw
1352,2483534,3.15,1.06,1,5,away,cloudy,draw
1353,2483533,2.38,1.9,4,4,home,sunny,team_a_win
1354,2483532,0.86,2.9,1,3,home,sunny,team_b_win
1355,2483531,2.46,3.35,2,5,away,sunny,team_a_win
1356,2483530,2.23,0.6,4,5,neutral,rainy,team_a_win
1357,2483529,1.15,2.6,1,1,away,rainy,draw
1358,2483528,0.81,2.01,2,5,away,rainy,team_a_win
1359,2483527,1.47,2.27,3,2,home,rainy,team_a_win
1360,2483526,1.48,1.98,5,4,away,cloudy,team_b_win
1361,2483525,3.01,2.25,3,4,away,sunny,team_b_win
1362,2483524,2.25,1.64,4,4,neutral,cloudy,team_a_win
1363,2483523,1.74,3.23,4,1,away,sunny,team_a_win
1364,2483522,2.61,0.68,4,4,neutral,rainy,team_a_win
1365,2483521,1.03,2.98,1,2,home,rainy,team_a_win
1366,2483520,1.69,0.77,4,4,home,cloudy,team_a_win
1367,2483519,1.71,1.73,2,4,away,rainy,team_a_win
1368,2483518,2.41,1.56,5,4,away,cloudy,draw
1369,2483517,2.26,2.36,4,2,away,cloudy,team_a_win
1370,2483516,1.08,3.1,2,5,home,rainy,team_a_win
1371,2483515,1.75,3.14,1,2,away,rainy,draw
1372,2483514,2.28,2.3,4,4,home,cloudy,team_b_win
1373,2483513,1.95,2.69,4,2,neutral,cloudy,draw
1374,2483512,3.14,3.31,4,1,away,sunny,team_a_win
1375,2483511,0.84,1.92,3,1,away,cloudy,draw
1376,2483510,3.01,0.62,2,3,away,sunny,team_b_win
1377,2483509,2.87,1.94,1,1,neutral,sunny,draw
1378,2483508,1.35,2.24,5,1,neutral,cloudy,team_b_win
1379,2483507,1.35,0.93,1,2,home,sunny,draw
1380,2483506,2.62,0.54,4,2,away,rainy,team_b_win
1381,2483505,3.05,2.76,4,2,away,rainy,draw
